,load,inPin,inDirection,inSupply,driver,outPin,outDirection,outSupply
881,gen12p93dl2/gtsqmcxlinf1/gtcgpinf1/gtinfpar_vccgt_wrap1,gdtu_gcp_pllclockoff,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,gdtu_gcp_pllclockoff,out,VCCGT
882,gen12p93dl2/gtslice1/gtssm1/gtssmpar11,eu_ic_signals_1.addr[10],in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gteutop1,eu_ic_signals.addr[10],out,VCCGT
884,gen12p93dl2/gtslice1/gtsc1/gtzpipepar21,nodex_zarb_comp_pkt_0.dlen[0],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar21,cru_zarb_cmp_pkt_1__0.dlen[0],out,VCCGT
885,gen12p93dl2/gtslice0/gtssm2/gtssmpar11,psd_tdl_vcen[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm2/gtssmpar61,psd_tdl_vcen[0],out,VCCGT
898,gen12p93dl2/gtslice1/gtsc1/gtzpipepar11,rru_forking_in_rr_pkt.data[100],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtfixpar11,rru_client_data_pkt_2.data[100],out,VCCGT
931,gen12p93dl2/gtslice1/gtssm1/gteutop1,dpas_ga_out[224],in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gteusystop1,dpas_ga_out[7][0],out,VCCGT
940,gen12p93dl2/gtslice0/gtssm0/gtssmpar61,rru_gass_rr_pkt_0.data[100],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtfixpar11,rru_client_data_pkt_0.data[100],out,VCCGT
977,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar41,lne_lnep_cmd_pkt_1__0.access_inv,in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1lnepar11,lne_lnep_cmd_pkt_0.access_inv,out,VCCGT
1026,gen12p93dl2/gtslice1/gtssm2/gtssmpar61,dftring_gteutop_out2_gtssmpar6_in2.any_pkt.data[10],in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gteutop7,dftring_gteutop_out2_gtssm_in2.any_pkt.data[10],out,VCCGT
1076,gen12p93dl2/gtslice1/gtssm1/gteusystop4,ga_dpas_data_inc[13][0],in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gteutop4,ga_dpas_data_inc[13][0],out,VCCGT
1118,gen12p93dl2/gtslice0/gtssm1/gteusystop7,ga_dpas_ina_storage_clear_valid,in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gteutop7,ga_dpas_ina_storage_clear_valid,out,VCCGT
1120,gen12p93dl2/gtslice0/gtssm1/gtssmpar11,eu_dfpd_oa_int_events_4.eu_eu_lsc_active_cycles,in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gteutop4,eu_dfpd_oa_int_events.eu_eu_lsc_active_cycles,out,VCCGT
1133,gen12p93dl2/gtslice1/gtssm2/gteutop2,gw_eu_notifybus_signals.named_bid[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gtssmpar11,gw_eu_notifybus_signals_2.named_bid[0],out,VCCGT
1146,gen12p93dl2/gtslice1/gtssm1/gtlscpar11,rt_lsc_cmd_3.addr[5],in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar51,rt_lsc_cmd_3.addr[5],out,VCCGT
1165,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar0/gtsqbgf_vccvnninf_wrap01,mcxl_sqidi_u2creq[0].opcode[0],in,VCCCFC,gen12p93dl2/gtsqmcxlinf1/gtmcxlpar1,mcxl_sqidi_u2creq_0__0.opcode[0],out,VCCCFC
1166,gen12p93dl2/gtslice1/gtssm2/gtssmpar11,eu_tdl_eeot_2,in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gteutop2,eu_tdl_eeot,out,VCCGT
1171,gen12p93dl2/gtslice1/gtssm0/gtssmpar31,sc_fl_ext_interface.arr_strm_sc_data[0].arr_subpix_quad_texel[1][0][10],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar41,sc_fl_ext_interface.arr_strm_sc_data[0].arr_subpix_quad_texel[1][0][10],out,VCCGT
1229,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1lnipar11,lnep_lnepbank_fork_cmp_pkt_0.ccs_state[0],in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar41,lnep_lnepbank_fork_cmp_pkt_1__0.ccs_state[0],out,VCCGT
1279,gen12p93dl2/gtslice0/gtssm1/gtlscpar11,rt_lsc_cmd_7.req_64B,in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gtssmpar51,rt_lsc_cmd_7.req_64B,out,VCCGT
1343,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar11,mcrgtcpipepar2_mcrgtxetlbpar1_target_sender_inf_up,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtcpipepar21,mcrgtcpipepar2_mcrgtxetlbpar1_target_sender_inf_up,out,VCCGT
1352,gen12p93dl2/gtslice1/gtssm3/gtssmpar61,lsc_gass_cmd_pkt_1.dlen[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtlscpar11,lsc_gass_cmd_pkt_1.dlen[0],out,VCCGT
1372,gen12p93dl2/gtslice1/gtssm0/gtssmpar11,psd_tdl_vcen[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar61,psd_tdl_vcen[0],out,VCCGT
1416,gen12p93dl2/gtslice1/gtssm1/gtssmpar11,eu_lsc_sb_2[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gteutop2,eu_lsc_sb[0],out,VCCGT
1468,gen12p93dl2/gtslice1/gtssm2/gteusystop6,ga_dpas_data_inc[14][0],in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gteutop6,ga_dpas_data_inc[14][0],out,VCCGT
1484,gen12p93dl2/gtslice1/gtsc1/gtfixpar11,nodex_nurb_cmd_pkt_0.clientid.srcid[0],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtcpipepar11,nodex_nurb_cmd_pkt_0__0.clientid.srcid[0],out,VCCGT
1501,gen12p93dl2/gtslice1/gtssm0/gtssmpar11,eu_dfpd_oa_ext_events_2.eu_pipe_alu0_and_alu1_active_cycles,in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gteutop2,eu_dfpd_oa_ext_events.eu_pipe_alu0_and_alu1_active_cycles,out,VCCGT
1532,gen12p93dl2/gtmempipe0/gtl3bankmtieoffpar41,gtmempipe_ft_tieoff_right_ext_4_exttie__gtl3bankm4_gtmempipe_ft__gtmempipe0_gtl3bankm0_lsqdunit1_sender_ext_lsqdunit_lsqdcore_lsqd_rd_rtn1_lsqd_cmd_sender_sender_vc_idata.tag[0],in,VCCGT,gen12p93dl2/gtmempipe0/gtl3bankm4,ft_l3bankout_node_cmd_pkt_0_R_LR.tag[0],out,VCCGT
1569,gen12p93dl2/gtslice0/gtssm2/gtssmpar21,lsc_sbus_interface_0.eu_sb.thrid[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm2/gtssmpar11,lsc_sbus_interface.eu_sb.thrid[0],out,VCCGT
1586,gen12p93dl2/gtslice0/gtssm0/gtssmpar11,samp_ma_interface.sb.wce[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gtssmpar31,samp_ma_interface_0.sb.wce[0],out,VCCGT
1601,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar21,nurb_cru_cmp_pkt_0__1.tag[0],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtfixpar11,nurb_cru_cmp_pkt_1.tag[0],out,VCCGT
1614,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnipar11,cbe_cbearb_cmd_pkt_0__0.atype[0],in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0cbepar21,cbe_cbearb_cmd_pkt_0.atype[0],out,VCCGT
1621,gen12p93dl2/gtslice1/gtssm2/gteusystop1,ga_dpas_data_inb[8][10],in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gteutop1,ga_dpas_data_inb[8][10],out,VCCGT
1668,gen12p93dl2/gtslice1/gtssm2/gtssmpar21,lscnode_lscfe_swsb_ret_data.status[5].trav_status,in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gtlscpar11,lscnode_lscfe_swsb_ret_data_1.status[5].trav_status,out,VCCGT
1688,gen12p93dl2/gtslice0/gtssm3/gtssmpar61,pss_cpss_ss.mask.mask_cpsdis_1pq.mask[0][0][10][0],in,VCCGT,gen12p93dl2/gtslice0/gtssm2/gtssmpar31,ft_pss_cpss_ss_L_RL.mask.mask_cpsdis_1pq.mask[0][0][10][0],out,VCCGT
1699,gen12p93dl2/gtslice0/gtsc1/gtfixpar21,nodex_nurb_data_pkt_0.data_parity,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtcpipepar21,nodex_nurb_data_pkt_1__0.data_parity,out,VCCGT
1712,gen12p93dl2/gtslice0/gtssm3/gtssmpar31,sc_fl_interface.arr_strm_sc_data[1].arr_subpix_quad_texel[2][0][10],in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtssmpar41,sc_fl_interface.arr_strm_sc_data[1].arr_subpix_quad_texel[2][0][10],out,VCCGT
1765,gen12p93dl2/gtslice0/gtssm0/gtssmpar11,eu_dfpd_oa_ext_events_5.eu_inst_executed_predication[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gteutop5,eu_dfpd_oa_ext_events.eu_inst_executed_predication[0],out,VCCGT
1784,gen12p93dl2/gtsqmcxlinf1/gtsqidim0/gtsqidim0par21,msqcw_misd_c2udata_pkt.c2ureq_pkt.cmd_pkt.opcode[0],in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqidim0/gtsqidim0par11,msqcw_misd_c2udata_pkt.c2ureq_pkt.cmd_pkt.opcode[0],out,VCCGT
1789,gen12p93dl2/gtslice0/gtsc1/gtcpipepar21,gafm_nodex_cmd_pkt_1__0.fmt_id[0],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtfixpar11,gafm_nodex_cmd_pkt_1__0.fmt_id[0],out,VCCGT
1817,gen12p93dl2/gtslice0/gtssm1/gtssmpar11,eu_lsc_data_vcid,in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gteutop0,eu_lsc_data_vcid,out,VCCGT
1844,gen12p93dl2/gtslice1/gtssm2/gtssmpar11,daprss_lscstcache_state_cache_perf_fix_dis,in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gtssmpar61,daprss_lscstcache_state_cache_perf_fix_dis,out,VCCGT
1845,gen12p93dl2/gtslice1/gtssm2/gtssmpar21,daprss_lscstcache_state_cache_perf_fix_dis,in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gtssmpar61,daprss_lscstcache_state_cache_perf_fix_dis,out,VCCGT
1858,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar11,lngpxetlb_lngp_cmd_pkt_1.fmt_id[0],in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar21,lngpxetlb_lngp_cmd_pkt_1.fmt_id[0],out,VCCGT
1880,gen12p93dl2/gtslice1/gtsc1/gtfixpar31,tds_handle_id1.handleid[10],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtscmtfixpar11,tds_handle_id1.handleid[10],out,VCCGT
1881,gen12p93dl2/gtslice0/gtssm0/gtssmpar11,eu_tdl_tcmisc_signals_3.msg_done_cr,in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gteutop3,eu_tdl_tcmisc_signals.msg_done_cr,out,VCCGT
1913,gen12p93dl2/gtslice0/gtsc1/gtrasterpar21,tdc_sbe_bus_signals_3.data.data_32[1][10],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtrasterpar11,tdc_sbe_bus_signals_1_1.data.data_32[1][10],out,VCCGT
1950,gen12p93dl2/gtslice0/gtsc1/gtcpipepar21,zarb_nodex_cmd_pkt_1__0.atype[0],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtzpipepar21,zarb_nodex_cmd_pkt_0.atype[0],out,VCCGT
1973,gen12p93dl2/gtslice1/gtssm2/gtssmpar31,sc_fl_interface.arr_strm_sc_data[0].arr_subpix_quad_valid[0][0],in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gtssmpar41,sc_fl_interface.arr_strm_sc_data[0].arr_subpix_quad_valid[0][0],out,VCCGT
2020,gen12p93dl2/gtslice1/gtssm2/gteutop1,dpas_ga_out[320],in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gteusystop1,dpas_ga_out[10][0],out,VCCGT
2073,gen12p93dl2/gtslice0/gtssm0/gtssmpar61,pss_psd_ctrl.eot[0],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtcpipepar11,pss_psd_ctrl_0.eot[0],out,VCCGT
2074,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,cp_cg3ddiscpss,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar11,cp_cg3ddiscpss,out,VCCGT
2082,gen12p93dl2/gtmempipe0/gtl3bankm3,mceplbcf_o_payload_ft_dsy[57],in,VCCGT,gen12p93dl2/gtmempipe0/gtl3bankm2,mceplbcf_o_payload.hdr.rsvd[10],out,VCCGT
2117,gen12p93dl2/gtslice0/gtsc1/gtfixpar31,rru_cl2_data_pkt.data[0],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtzpipepar11,rru_forking_out_rr_pkt_2.data[0],out,VCCGT
2119,gen12p93dl2/gtslice1/gtssm3/gtssmpar61,ic_gass_cmd_pkt[0].parity,in,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtssmpar11,ic_gass_cmd_pkt.parity,out,VCCGT
2128,gen12p93dl2/gtslice1/gtssm2/gtlscpar11,lscferouter_lscnode_oa_event_0.lscfe_slm_bank_conflict_rd_data[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gtssmpar11,lscferouter_lscnode_oa_event.lscfe_slm_bank_conflict_rd_data[0],out,VCCGT
2163,gen12p93dl2/gtslice0/gtssm0/gteusystop7,ga_dpas_data_inc[7][10],in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gteutop7,ga_dpas_data_inc[7][10],out,VCCGT
2172,gen12p93dl2/gtslice0/gtssm3/gtssmpar41,smp_pixel_mode_trilinear,in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtssmpar21,smp_pixel_mode_trilinear,out,VCCGT
2180,gen12p93dl2/gtsqmcxlinf1/gtgacspar31,cfeg_ccs_work_items_disp_cnt_0[10],in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtglobalpar21,cfeg_ccs_work_items_disp_cnt_0[10],out,VCCGT
2192,gen12p93dl2/gtslice1/gtsc1/gtcpipepar11,mcrgtssmpar6_o_payload[35],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar61,mcrgtssmpar6_o_payload.hdr.grp_mlticast,out,VCCGT
2197,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar1/gtsqbgf_vccgt_wrap11,mbgfuc_gt_x2gdata_payload_enclk_1[0][4][10],in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar1/gtsqbgf_vccvnninf_wrap11,mbgfuc_gt_x2gdata_payload_enclk_1[0][4][10],out,VCCCFC
2205,gen12p93dl2/gtslice0/gtsc1/gtzpipepar11,wmfe_state_multisample14_xoff[0],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtrasterpar11,wmfe_state_multisample14_xoff[0],out,VCCGT
2206,gen12p93dl2/gtslice0/gtsc1/gtzpipepar21,wmfe_state_multisample14_xoff[0],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtrasterpar11,wmfe_state_multisample14_xoff[0],out,VCCGT
2231,gen12p93dl2/gtslice1/gtssm1/gteusystop3,dftring_gtssm_out1_gteusystop_in1.any_pkt.error,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gteutop3,dftring_gteutop_out1_gtssm_in1.any_pkt.error,out,VCCGT
2239,gen12p93dl2/gtslice0/gtsc1/gtfixpar21,gafsrd_nurb_cmd_pkt_0.fmt_id[0],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtfixpar11,gafsrd_nurb_cmd_pkt_1__0.fmt_id[0],out,VCCGT
2247,gen12p93dl2/gtslice1/gtssm0/gtssmpar21,tdl_ma_disable_rr_override,in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar11,tdl_ma_disable_rr_override,out,VCCGT
2250,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnipar11,l3bankin_node_cmd_inf_up_1,in,VCCGT,gen12p93dl2/gtmempipe0/gtl3bankm1,l3bankin_node_cmd_inf_up,out,VCCGT
2251,gen12p93dl2/gtslice0/gtsc1/gtcpipepar21,gass_dapfork_p1_cmd_pkt.addr[5],in,VCCGT,gen12p93dl2/gtslice0/gtssm2/gtssmpar61,gass_dapfork_p1_cmd_pkt.addr[5],out,VCCGT
2256,gen12p93dl2/gtslice1/gtssm13tieoffpar1,gtslice_ft_tieoff_dsy_dsytie__gtssm3_gtslice_ft__gtslice0_gtssm1_gtssmpar11_tdlunit1_sender_dsy_tdlunit_tdl_input1_hiz_tdl_sif_intf_target_I_data.zpass_end,in,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtssmpar31,ft_hiz_tdl_state_L_RL.zpass_end,out,VCCGT
2257,gen12p93dl2/gtslice0/gtssm2/gtlscpar11,lscfe_lscnode_cmd_pkt_0.cmd.simd_quad[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm2/gtssmpar11,lscfe_lscnode_cmd_pkt.cmd.simd_quad[0],out,VCCGT
2260,gen12p93dl2/gtslice1/gtsc1/gtrasterpar21,mcrgtfixpar3_mcrgtrasterpar2_pc_creditrel,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtfixpar31,mcrgtfixpar3_mcrgtrasterpar2_pc_creditrel,out,VCCGT
2263,gen12p93dl2/gtslice1/gtssm3/gteutop4,dftring_gtssm_out2_gteutop_in2.any_pkt.opcode[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm3/gteusystop4,dftring_gteusystop_out1_gtssm_in1.any_pkt.opcode[0],out,VCCGT
2270,gen12p93dl2/gtslice0/gtssm1/gtlscpar11,lscfe_lscnode_wdata_4.be[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gtssmpar21,lscfe_lscnode_wdata.be[0],out,VCCGT
2277,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1lnipar11,cbe_lnic_lnicin_cmp_pkt_0.ccs_state[0],in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1cbepar21,cbe_lnic_lnicin_cmp_pkt_0.ccs_state[0],out,VCCGT
2298,gen12p93dl2/gtslice0/gtsc1/gtcpipepar11,gass_dapfork_p1_cmd_pkt_1.fmt_id[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gtssmpar61,ft_gass_dapfork_p1_cmd_inf_sender_vc_odata.fmt_id[0],out,VCCGT
2302,gen12p93dl2/gtslice0/gtssm1/gtssmpar21,lsc_sbus_interface_0.eu_sb.ssid[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gtssmpar11,lsc_sbus_interface.eu_sb.ssid[0],out,VCCGT
2310,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar11,slicexetlb_tdl_inv_ack_presif_2,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar21,slicexetlb_tdl_inv_ack,out,VCCGT
2311,gen12p93dl2/gtsqmcxlinf1/gtsqidim1/gtsqidim1par11,lc_sqidi_cmd_pkt_0.ext_attrib.fmt0.sarb_pf_len[0],in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar31,lc_sqidi_cmd_pkt_1__0.ext_attrib.fmt0.sarb_pf_len[0],out,VCCGT
2314,gen12p93dl2/gtslice0/gtssm3/gteutop1,lsc_eu_data_inf_up,in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtssmpar11,lsc_eu_data_inf_up_1,out,VCCGT
2315,gen12p93dl2/gtslice0/gtssm3/gteutop2,lsc_eu_data_inf_up,in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtssmpar11,lsc_eu_data_inf_up_2,out,VCCGT
2320,gen12p93dl2/gtslice0/gtssm1/gteusystop0,ga_dpas_data_inb[8][10],in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gteutop0,ga_dpas_data_inb[8][10],out,VCCGT
2349,gen12p93dl2/gtslice0/gtssm3/gtssmpar11,eu_tdl_notify_signals_7[5].notify_data,in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gteutop7,eu_tdl_notify_signals[5].notify_data,out,VCCGT
2351,gen12p93dl2/gtslice1/gtssm1/gtlscpar11,lscfe_lscnode_cmd_pkt_2.cmd.bti[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar11,lscfe_lscnode_cmd_pkt_2.cmd.bti[0],out,VCCGT
2359,gen12p93dl2/gtslice0/gtsc1/gtcpipepar11,mcrgtssmpar6_o_payload_0[10],in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gtssmpar31,mcrgtssmpar6_o_payload_ft_ext[10],out,VCCGT
2360,gen12p93dl2/gtslice1/gtssm1/gtlscpar11,gass_lsc_p0_cmd_creditrel,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar61,gass_lsc_p0_cmd_creditrel,out,VCCGT
2364,gen12p93dl2/gtslice1/gtssm0/gtssmpar31,si_fl_sideband_interface.sb_data.datareturnfmt,in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar21,si_fl_sideband_interface.sb_data.datareturnfmt,out,VCCGT
2378,gen12p93dl2/gtslice1/gtssm3/gtssmpar11,eu_dfpd_oa_int_events_4.eu_accumulator_rd[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm3/gteutop4,eu_dfpd_oa_int_events.eu_accumulator_rd[0],out,VCCGT
2409,gen12p93dl2/gtslice1/gtsc1/gtrasterpar11,dftring_gtrasterpar2_scan1_gtrasterpar1_scan1.any_pkt.data[0],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtrasterpar21,dftring_gtrasterpar2_scan1_gtrasterpar1_scan1.any_pkt.data[0],out,VCCGT
2451,gen12p93dl2/gtslice0/gtssm0/gtssmpar11,eu_tdl_eeot_thrid_1[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gteutop1,eu_tdl_eeot_thrid[0],out,VCCGT
2455,gen12p93dl2/gtslice1/gtssm3/gtssmpar11,eu_gpm_emon_events_2.ipc_count,in,VCCGT,gen12p93dl2/gtslice1/gtssm3/gteutop2,eu_gpm_emon_events.ipc_count,out,VCCGT
2456,gen12p93dl2/gtsqmcxlinf1/gtgacspar21,in_xetlb_cmd_pkt_0_1[139],in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,gacs_pre_xetlb_cmd_pkt_1.ext_attrib.fmt0.reserved[0],out,VCCGT
2460,gen12p93dl2/gtslice0/gtsc1/gtfixpar21,vf_gafs_datapkt_2.fmt_id[0],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtfixpar41,vf_gafs_datapkt_2.fmt_id[0],out,VCCGT
2462,gen12p93dl2/gtslice1/gtssm2/gteusystop3,ga_dpas_data_ina[6][10],in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gteutop3,ga_dpas_data_ina[6][10],out,VCCGT
2482,gen12p93dl2/gtslice1/gtssm3/gtssmpar61,vdmodi_gtssmpar2_gtssmpar6_chain.trig_event,in,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtssmpar21,vdmodi_gtssmpar2_gtssmpar6_chain.trig_event,out,VCCGT
2497,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar21,vdmodi_chain_out.shift,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtzpipepar21,vdmodi_chain_out.shift,out,VCCGT
2505,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar11,in_xetlb_cmd_pkt_1_1[97],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtcpipepar11,nodex_slxetlb_cmd_pkt_0__1__1.fmt_id[0],out,VCCGT
2513,gen12p93dl2/gtslice1/gtssm3/gtssmpar41,smp_pixel_mode_other,in,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtssmpar21,smp_pixel_mode_other,out,VCCGT
2515,gen12p93dl2/gtslice1/gtssm0/gteutop7,ma_eu_bus_data_sb.sb.regaddr[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar21,ma_eu_bus_data_sb_3.sb.regaddr[0],out,VCCGT
2535,gen12p93dl2/gtsqmcxlinf1/gtsqidim1/gtsqidim1par21,msqcr_mcfg_start_cycle_pkt_1.sqidi_tag.cl_index[0],in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqidim1/gtsqidim1par11,msqcr_mcfg_start_cycle_pkt_1.sqidi_tag.cl_index[0],out,VCCGT
2550,gen12p93dl2/gtslice0/gtssm0/gteutop5,dpas_ga_thrid_pre1[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gteusystop5,dpas_ga_thrid_pre1[0],out,VCCGT
2555,gen12p93dl2/gtslice0/gtssm3/gtssmpar21,lscnode_lscfe_swsb_ret_data.status[8].trav_status,in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtlscpar11,lscnode_lscfe_swsb_ret_data_1.status[8].trav_status,out,VCCGT
2563,gen12p93dl2/gtslice1/gtssm0/gteusystop1,ga_dpas_dst_addr[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gteutop1,ga_dpas_dst_addr[0],out,VCCGT
2574,gen12p93dl2/gtslice0/gtsc1/gtfixpar31,pss_msg_done_cr_1,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtcpipepar21,pss_msg_done_cr,out,VCCGT
2583,gen12p93dl2/gtslice0/gtssm0/gtssmpar11,eu_dfpd_oa_ext_events_2.eu_stall_other_cycles,in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gteutop2,eu_dfpd_oa_ext_events.eu_stall_other_cycles,out,VCCGT
2598,gen12p93dl2/gtslice0/gtssm3/gteutop2,visaeutop_prog_bus_in.visa_customer_disable,in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtlscpar11,gteutop2_visaeutop_prog_bus_in.visa_customer_disable,out,VCCGT
2600,gen12p93dl2/gtslice1/gtssm3/gteutop4,visaeutop_prog_bus_in.visa_startid[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtssmpar31,gteutop4_visaeutop_prog_bus_in.visa_startid[0],out,VCCGT
2602,gen12p93dl2/gtslice0/gtssm0/gtssmpar11,eu_tdl_notify_signals_6[0].notify_data,in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gteutop6,eu_tdl_notify_signals[0].notify_data,out,VCCGT
2613,gen12p93dl2/gtslice0/gtssm3/gtssmpar11,eu_tdl_tcmisc_signals_6.residual_error,in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gteutop6,eu_tdl_tcmisc_signals.residual_error,out,VCCGT
2622,gen12p93dl2/gtslice0/gtsc1/gtcpipepar11,zarb_nodex_cmd_pkt_0__0.addr[5],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtzpipepar11,zarb_nodex_cmd_pkt_0.addr[5],out,VCCGT
2626,gen12p93dl2/gtslice0/gtsc1/gtfixpar11,rr1_rr2_data_pkt_1.aux_data.fmt0.reserved[0],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar21,rru_client_data_pkt_1.aux_data.fmt0.reserved[0],out,VCCGT
